Date,State,Disease,Disease_Count,Year,Month,Season
2018-01-11,Delhi,Dengue,14,2018,1,Winter
2021-04-18,Andhra Pradesh,Dengue,22,2021,4,Spring
2023-04-05,Telangana,Allergy,17,2023,4,Spring
2020-10-24,Delhi,Eye Infection,20,2020,10,Autumn
2024-01-04,Andhra Pradesh,Eye Infection,17,2024,1,Winter
2016-01-14,Delhi,Headache,14,2016,1,Winter
2023-04-03,Telangana,Skin Rash,15,2023,4,Spring
2017-07-27,Telangana,Cough,7,2017,7,Summer
2020-07-26,Delhi,Malaria,5,2020,7,Summer
2019-10-17,Andhra Pradesh,Skin Rash,19,2019,10,Autumn
2018-10-04,Karnataka,Allergy,25,2018,10,Autumn
2018-10-27,Telangana,Eye Infection,9,2018,10,Autumn
2016-01-14,Karnataka,Diarrhea,4,2016,1,Winter
2023-01-11,Delhi,Cold,19,2023,1,Winter
2023-04-20,Delhi,Malaria,11,2023,4,Spring
2018-07-05,Andhra Pradesh,Cough,30,2018,7,Summer
2016-04-12,Andhra Pradesh,Fever,15,2016,4,Spring
2020-07-20,Delhi,Skin Rash,17,2020,7,Summer
2022-10-22,Andhra Pradesh,Malaria,18,2022,10,Autumn
2016-04-18,Andhra Pradesh,Malaria,22,2016,4,Spring
2024-10-09,Telangana,Cough,6,2024,10,Autumn
2020-01-12,Karnataka,Cough,11,2020,1,Winter
2017-01-21,Delhi,Fever,20,2017,1,Winter
2024-07-13,Telangana,Headache,23,2024,7,Summer
2024-01-06,Delhi,Skin Rash,19,2024,1,Winter
2020-01-24,Andhra Pradesh,Fever,26,2020,1,Winter
2019-04-26,Delhi,Fever,18,2019,4,Spring
2023-07-03,Telangana,Cough,8,2023,7,Summer
2024-01-06,Delhi,Malaria,11,2024,1,Winter
2018-04-08,Andhra Pradesh,Fever,16,2018,4,Spring
2023-01-20,Karnataka,Diarrhea,6,2023,1,Winter
2016-01-26,Delhi,Headache,12,2016,1,Winter
2018-01-14,Telangana,Fever,22,2018,1,Winter
2019-01-02,Karnataka,Malaria,8,2019,1,Winter
2017-01-21,Telangana,Fever,24,2017,1,Winter
2018-04-05,Telangana,Diarrhea,9,2018,4,Spring
2018-07-20,Telangana,Allergy,25,2018,7,Summer
2018-01-10,Karnataka,Cough,9,2018,1,Winter
2021-10-15,Karnataka,Dengue,10,2021,10,Autumn
2022-01-16,Karnataka,Diarrhea,4,2022,1,Winter
2016-07-12,Andhra Pradesh,Skin Rash,23,2016,7,Summer
2022-01-15,Telangana,Cough,11,2022,1,Winter
2019-01-08,Telangana,Headache,24,2019,1,Winter
2023-04-10,Karnataka,Eye Infection,15,2023,4,Spring
2021-01-16,Karnataka,Headache,10,2021,1,Winter
2017-10-02,Andhra Pradesh,Eye Infection,20,2017,10,Autumn
2021-01-17,Karnataka,Skin Rash,25,2021,1,Winter
2020-01-04,Delhi,Allergy,24,2020,1,Winter
2017-04-01,Telangana,Diarrhea,8,2017,4,Spring
2024-04-27,Karnataka,Eye Infection,4,2024,4,Spring
2024-10-26,Karnataka,Headache,6,2024,10,Autumn
2024-10-06,Telangana,Cough,10,2024,10,Autumn
2022-01-01,Karnataka,Cold,7,2022,1,Winter
2017-04-19,Telangana,Skin Rash,13,2017,4,Spring
2016-04-08,Delhi,Dengue,18,2016,4,Spring
2018-10-11,Delhi,Eye Infection,24,2018,10,Autumn
2016-10-24,Andhra Pradesh,Fever,18,2016,10,Autumn
2021-04-03,Telangana,Cold,26,2021,4,Spring
2023-10-16,Karnataka,Malaria,7,2023,10,Autumn
2017-10-18,Andhra Pradesh,Diarrhea,10,2017,10,Autumn
2022-07-09,Karnataka,Allergy,29,2022,7,Summer
2020-04-02,Andhra Pradesh,Malaria,16,2020,4,Spring
2016-07-08,Telangana,Eye Infection,14,2016,7,Summer
2018-01-22,Andhra Pradesh,Skin Rash,24,2018,1,Winter
2021-10-28,Delhi,Cough,25,2021,10,Autumn
2018-01-07,Delhi,Cough,30,2018,1,Winter
2022-07-20,Andhra Pradesh,Cold,27,2022,7,Summer
2021-01-20,Telangana,Diarrhea,12,2021,1,Winter
2016-07-07,Delhi,Diarrhea,14,2016,7,Summer
2021-07-09,Karnataka,Skin Rash,19,2021,7,Summer
2024-01-08,Delhi,Headache,11,2024,1,Winter
2016-07-12,Delhi,Allergy,28,2016,7,Summer
2019-10-28,Telangana,Cough,10,2019,10,Autumn
2023-04-18,Telangana,Malaria,7,2023,4,Spring
2016-04-15,Telangana,Diarrhea,8,2016,4,Spring
2022-01-11,Telangana,Headache,29,2022,1,Winter
2022-07-25,Karnataka,Diarrhea,3,2022,7,Summer
2019-04-02,Delhi,Headache,9,2019,4,Spring
2024-04-14,Telangana,Headache,16,2024,4,Spring
2022-07-11,Andhra Pradesh,Dengue,22,2022,7,Summer
2022-01-09,Karnataka,Allergy,34,2022,1,Winter
2021-04-22,Telangana,Diarrhea,9,2021,4,Spring
2021-10-16,Karnataka,Fever,18,2021,10,Autumn
2018-10-26,Andhra Pradesh,Malaria,26,2018,10,Autumn
2019-07-09,Delhi,Cough,25,2019,7,Summer
2021-10-28,Telangana,Dengue,14,2021,10,Autumn
2021-04-25,Andhra Pradesh,Eye Infection,19,2021,4,Spring
2018-01-14,Delhi,Skin Rash,23,2018,1,Winter
2022-10-03,Andhra Pradesh,Eye Infection,23,2022,10,Autumn
2021-01-05,Telangana,Diarrhea,7,2021,1,Winter
2021-01-21,Andhra Pradesh,Eye Infection,23,2021,1,Winter
2019-01-17,Andhra Pradesh,Malaria,24,2019,1,Winter
2018-04-14,Karnataka,Headache,8,2018,4,Spring
2018-10-14,Telangana,Skin Rash,15,2018,10,Autumn
2020-01-14,Telangana,Skin Rash,18,2020,1,Winter
2024-04-04,Karnataka,Allergy,20,2024,4,Spring
2020-10-08,Andhra Pradesh,Eye Infection,13,2020,10,Autumn
2019-10-22,Karnataka,Eye Infection,10,2019,10,Autumn
2017-04-20,Karnataka,Diarrhea,3,2017,4,Spring
2023-07-14,Andhra Pradesh,Cold,21,2023,7,Summer
2019-01-24,Karnataka,Cold,9,2019,1,Winter
2016-04-07,Delhi,Cold,15,2016,4,Spring
2019-04-02,Andhra Pradesh,Diarrhea,7,2019,4,Spring
2023-01-02,Telangana,Fever,26,2023,1,Winter
2016-07-27,Telangana,Dengue,21,2016,7,Summer
2021-01-25,Karnataka,Allergy,32,2021,1,Winter
2018-10-26,Telangana,Fever,21,2018,10,Autumn
2017-01-17,Andhra Pradesh,Diarrhea,15,2017,1,Winter
2017-04-04,Telangana,Fever,18,2017,4,Spring
2016-07-02,Karnataka,Headache,5,2016,7,Summer
2020-07-05,Delhi,Diarrhea,15,2020,7,Summer
2018-07-15,Telangana,Diarrhea,13,2018,7,Summer
2017-10-19,Delhi,Malaria,10,2017,10,Autumn
2019-04-11,Andhra Pradesh,Dengue,20,2019,4,Spring
2019-01-16,Andhra Pradesh,Allergy,35,2019,1,Winter
2019-07-04,Andhra Pradesh,Diarrhea,9,2019,7,Summer
2024-10-27,Telangana,Diarrhea,8,2024,10,Autumn
2020-07-08,Karnataka,Skin Rash,25,2020,7,Summer
2024-04-22,Telangana,Eye Infection,14,2024,4,Spring
2023-01-28,Delhi,Skin Rash,20,2023,1,Winter
2016-01-25,Andhra Pradesh,Malaria,24,2016,1,Winter
2017-01-27,Telangana,Cough,6,2017,1,Winter
2017-01-16,Andhra Pradesh,Headache,32,2017,1,Winter
2022-01-21,Andhra Pradesh,Diarrhea,12,2022,1,Winter
2018-04-22,Karnataka,Cold,8,2018,4,Spring
2016-04-07,Telangana,Skin Rash,8,2016,4,Spring
2023-07-06,Karnataka,Malaria,15,2023,7,Summer
2020-10-10,Delhi,Dengue,17,2020,10,Autumn
2020-07-16,Delhi,Headache,10,2020,7,Summer
2024-07-09,Telangana,Allergy,23,2024,7,Summer
2017-04-17,Andhra Pradesh,Eye Infection,18,2017,4,Spring
2016-04-13,Andhra Pradesh,Malaria,22,2016,4,Spring
2018-10-09,Karnataka,Malaria,13,2018,10,Autumn
2020-10-05,Karnataka,Fever,18,2020,10,Autumn
2017-07-18,Delhi,Eye Infection,19,2017,7,Summer
2017-07-27,Karnataka,Eye Infection,9,2017,7,Summer
2018-07-10,Karnataka,Cold,11,2018,7,Summer
2018-04-26,Delhi,Cough,26,2018,4,Spring
2016-07-24,Telangana,Skin Rash,18,2016,7,Summer
2019-04-20,Delhi,Malaria,10,2019,4,Spring
2016-07-13,Andhra Pradesh,Eye Infection,19,2016,7,Summer
2018-04-24,Delhi,Allergy,19,2018,4,Spring
2017-01-18,Karnataka,Allergy,30,2017,1,Winter
2024-10-27,Delhi,Cold,17,2024,10,Autumn
2019-04-14,Delhi,Malaria,10,2019,4,Spring
2020-04-06,Telangana,Cough,10,2020,4,Spring
2021-07-17,Karnataka,Cough,10,2021,7,Summer
2021-10-05,Andhra Pradesh,Dengue,19,2021,10,Autumn
2017-04-26,Delhi,Eye Infection,18,2017,4,Spring
2024-10-04,Delhi,Eye Infection,20,2024,10,Autumn
2023-10-03,Telangana,Headache,28,2023,10,Autumn
2023-04-11,Andhra Pradesh,Malaria,18,2023,4,Spring
2021-04-23,Karnataka,Cold,8,2021,4,Spring
2021-10-16,Karnataka,Skin Rash,16,2021,10,Autumn
2017-01-12,Telangana,Cough,13,2017,1,Winter
2024-01-28,Karnataka,Eye Infection,10,2024,1,Winter
2021-07-16,Telangana,Cough,8,2021,7,Summer
2016-01-25,Andhra Pradesh,Eye Infection,23,2016,1,Winter
2016-07-08,Telangana,Cold,29,2016,7,Summer
2017-10-07,Delhi,Skin Rash,19,2017,10,Autumn
2020-07-26,Delhi,Allergy,26,2020,7,Summer
2019-10-18,Delhi,Allergy,20,2019,10,Autumn
2021-01-05,Delhi,Skin Rash,17,2021,1,Winter
2019-01-01,Delhi,Headache,9,2019,1,Winter
2022-01-01,Delhi,Diarrhea,17,2022,1,Winter
2019-04-01,Karnataka,Eye Infection,6,2019,4,Spring
2018-04-06,Karnataka,Fever,16,2018,4,Spring
2024-04-07,Andhra Pradesh,Dengue,14,2024,4,Spring
2019-04-26,Andhra Pradesh,Cough,24,2019,4,Spring
2020-04-20,Telangana,Headache,22,2020,4,Spring
2017-04-11,Delhi,Cough,20,2017,4,Spring
2023-01-13,Karnataka,Cough,11,2023,1,Winter
2024-07-23,Andhra Pradesh,Allergy,29,2024,7,Summer
2017-07-26,Andhra Pradesh,Dengue,22,2017,7,Summer
2019-04-11,Andhra Pradesh,Cold,19,2019,4,Spring
2022-07-19,Telangana,Allergy,26,2022,7,Summer
2020-10-22,Karnataka,Skin Rash,22,2020,10,Autumn
2024-10-14,Telangana,Allergy,17,2024,10,Autumn
2017-07-08,Andhra Pradesh,Dengue,25,2017,7,Summer
2019-01-17,Telangana,Eye Infection,23,2019,1,Winter
2021-07-06,Telangana,Cold,27,2021,7,Summer
2022-07-10,Karnataka,Malaria,9,2022,7,Summer
2020-10-26,Delhi,Allergy,20,2020,10,Autumn
2017-10-10,Karnataka,Eye Infection,8,2017,10,Autumn
2018-04-02,Andhra Pradesh,Diarrhea,15,2018,4,Spring
2022-10-13,Karnataka,Headache,11,2022,10,Autumn
2020-04-19,Delhi,Diarrhea,14,2020,4,Spring
2016-04-17,Delhi,Fever,14,2016,4,Spring
2021-10-10,Karnataka,Allergy,28,2021,10,Autumn
2020-01-22,Karnataka,Cold,12,2020,1,Winter
2018-04-09,Karnataka,Malaria,10,2018,4,Spring
2020-10-12,Delhi,Skin Rash,16,2020,10,Autumn
2018-10-14,Delhi,Cold,13,2018,10,Autumn
2019-07-23,Delhi,Allergy,30,2019,7,Summer
2023-04-04,Andhra Pradesh,Cold,15,2023,4,Spring
2020-07-03,Telangana,Malaria,9,2020,7,Summer
2024-04-01,Delhi,Allergy,20,2024,4,Spring
2016-10-09,Andhra Pradesh,Eye Infection,17,2016,10,Autumn
2017-07-12,Telangana,Cold,32,2017,7,Summer
2022-10-05,Karnataka,Headache,11,2022,10,Autumn
2017-10-26,Andhra Pradesh,Malaria,22,2017,10,Autumn
2018-07-08,Telangana,Skin Rash,18,2018,7,Summer
2021-07-04,Andhra Pradesh,Fever,25,2021,7,Summer
2018-04-04,Delhi,Eye Infection,20,2018,4,Spring
2017-04-17,Karnataka,Dengue,5,2017,4,Spring
2023-01-16,Andhra Pradesh,Fever,23,2023,1,Winter
2022-07-17,Karnataka,Eye Infection,10,2022,7,Summer
2018-01-27,Delhi,Dengue,23,2018,1,Winter
2023-01-11,Andhra Pradesh,Cough,30,2023,1,Winter
2018-04-18,Andhra Pradesh,Cold,14,2018,4,Spring
2019-07-25,Telangana,Fever,21,2019,7,Summer
2022-07-26,Karnataka,Fever,20,2022,7,Summer
2022-10-13,Telangana,Fever,16,2022,10,Autumn
2023-04-20,Telangana,Cold,24,2023,4,Spring
2019-10-06,Andhra Pradesh,Headache,30,2019,10,Autumn
2024-01-02,Telangana,Cough,17,2024,1,Winter
2024-10-14,Karnataka,Skin Rash,23,2024,10,Autumn
2023-04-11,Andhra Pradesh,Headache,26,2023,4,Spring
2019-07-10,Telangana,Cough,14,2019,7,Summer
2024-07-09,Karnataka,Fever,13,2024,7,Summer
2016-10-04,Delhi,Cold,16,2016,10,Autumn
2020-10-03,Karnataka,Eye Infection,15,2020,10,Autumn
2023-10-13,Delhi,Allergy,22,2023,10,Autumn
2017-04-27,Karnataka,Cough,16,2017,4,Spring
2019-01-18,Andhra Pradesh,Cough,30,2019,1,Winter
2024-07-17,Telangana,Malaria,6,2024,7,Summer
2020-01-08,Telangana,Headache,17,2020,1,Winter
2022-01-08,Delhi,Cough,31,2022,1,Winter
2018-01-06,Karnataka,Fever,20,2018,1,Winter
2023-10-17,Karnataka,Dengue,5,2023,10,Autumn
2017-10-01,Delhi,Cough,26,2017,10,Autumn
2016-07-12,Karnataka,Cold,10,2016,7,Summer
2017-07-14,Telangana,Headache,27,2017,7,Summer
2020-01-03,Telangana,Cough,14,2020,1,Winter
2024-04-21,Delhi,Headache,6,2024,4,Spring
2021-04-22,Telangana,Malaria,7,2021,4,Spring
2022-10-15,Andhra Pradesh,Eye Infection,15,2022,10,Autumn
2016-07-13,Karnataka,Cold,12,2016,7,Summer
2024-01-14,Karnataka,Cough,10,2024,1,Winter
2022-01-23,Delhi,Dengue,17,2022,1,Winter
2018-07-11,Delhi,Skin Rash,22,2018,7,Summer
2017-01-26,Karnataka,Cold,18,2017,1,Winter
2016-07-14,Andhra Pradesh,Cold,20,2016,7,Summer
2019-01-22,Telangana,Diarrhea,13,2019,1,Winter
2017-10-02,Delhi,Skin Rash,14,2017,10,Autumn
2024-07-16,Telangana,Cold,34,2024,7,Summer
2022-04-25,Delhi,Fever,25,2022,4,Spring
2020-10-14,Karnataka,Allergy,29,2020,10,Autumn
2024-07-01,Telangana,Diarrhea,9,2024,7,Summer
2016-10-05,Delhi,Malaria,13,2016,10,Autumn
2018-10-20,Telangana,Fever,15,2018,10,Autumn
2024-01-25,Telangana,Diarrhea,12,2024,1,Winter
2018-10-16,Andhra Pradesh,Fever,20,2018,10,Autumn
2019-10-01,Telangana,Headache,21,2019,10,Autumn
2018-07-13,Andhra Pradesh,Cough,28,2018,7,Summer
2021-01-12,Telangana,Cough,7,2021,1,Winter
2016-01-01,Andhra Pradesh,Skin Rash,24,2016,1,Winter
2020-07-13,Telangana,Cough,9,2020,7,Summer
2016-10-15,Karnataka,Eye Infection,11,2016,10,Autumn
2023-10-04,Delhi,Headache,11,2023,10,Autumn
2019-10-19,Delhi,Cough,24,2019,10,Autumn
2020-10-20,Karnataka,Diarrhea,5,2020,10,Autumn
2019-10-04,Delhi,Fever,23,2019,10,Autumn
2019-10-06,Andhra Pradesh,Malaria,20,2019,10,Autumn
2024-04-17,Delhi,Diarrhea,11,2024,4,Spring
2016-01-24,Andhra Pradesh,Headache,32,2016,1,Winter
2021-04-05,Telangana,Cough,6,2021,4,Spring
2023-07-16,Telangana,Eye Infection,19,2023,7,Summer
2017-10-28,Delhi,Allergy,19,2017,10,Autumn
2020-07-26,Telangana,Headache,30,2020,7,Summer
2022-10-05,Andhra Pradesh,Headache,25,2022,10,Autumn
2024-04-07,Delhi,Eye Infection,16,2024,4,Spring
2022-01-10,Andhra Pradesh,Fever,24,2022,1,Winter
2023-10-01,Andhra Pradesh,Dengue,25,2023,10,Autumn
2022-10-04,Telangana,Malaria,11,2022,10,Autumn
2016-04-10,Karnataka,Diarrhea,3,2016,4,Spring
2016-04-27,Delhi,Cold,13,2016,4,Spring
2017-10-06,Andhra Pradesh,Skin Rash,20,2017,10,Autumn
2018-04-15,Telangana,Cough,10,2018,4,Spring
2021-01-14,Karnataka,Dengue,9,2021,1,Winter
2021-01-25,Telangana,Allergy,24,2021,1,Winter
2017-01-17,Telangana,Diarrhea,16,2017,1,Winter
2023-01-28,Telangana,Skin Rash,15,2023,1,Winter
2022-07-10,Delhi,Cold,14,2022,7,Summer
2016-01-26,Andhra Pradesh,Malaria,25,2016,1,Winter
2018-10-03,Telangana,Headache,20,2018,10,Autumn
2024-10-12,Delhi,Skin Rash,22,2024,10,Autumn
2021-07-08,Telangana,Cough,9,2021,7,Summer
2022-04-11,Andhra Pradesh,Skin Rash,13,2022,4,Spring
2019-01-06,Telangana,Dengue,24,2019,1,Winter
2022-10-04,Andhra Pradesh,Eye Infection,16,2022,10,Autumn
2016-07-22,Delhi,Fever,23,2016,7,Summer
2022-10-07,Telangana,Cold,25,2022,10,Autumn
2020-04-09,Andhra Pradesh,Headache,23,2020,4,Spring
2022-07-12,Karnataka,Dengue,14,2022,7,Summer
2023-07-09,Telangana,Headache,24,2023,7,Summer
2020-01-15,Andhra Pradesh,Diarrhea,15,2020,1,Winter
2018-01-01,Andhra Pradesh,Allergy,31,2018,1,Winter
2022-10-03,Karnataka,Skin Rash,17,2022,10,Autumn
2016-04-18,Andhra Pradesh,Skin Rash,19,2016,4,Spring
2018-10-28,Andhra Pradesh,Dengue,25,2018,10,Autumn
2019-07-21,Andhra Pradesh,Diarrhea,8,2019,7,Summer
2022-07-22,Andhra Pradesh,Eye Infection,18,2022,7,Summer
2016-01-16,Andhra Pradesh,Fever,29,2016,1,Winter
2016-04-22,Karnataka,Fever,7,2016,4,Spring
2017-01-20,Telangana,Allergy,25,2017,1,Winter
2022-04-04,Karnataka,Cold,6,2022,4,Spring
2018-04-04,Telangana,Eye Infection,17,2018,4,Spring
2022-07-05,Andhra Pradesh,Diarrhea,12,2022,7,Summer
2019-07-11,Karnataka,Cough,11,2019,7,Summer
2018-07-26,Andhra Pradesh,Malaria,27,2018,7,Summer
2024-07-16,Telangana,Eye Infection,15,2024,7,Summer
2021-04-14,Delhi,Skin Rash,14,2021,4,Spring
2022-10-13,Delhi,Allergy,20,2022,10,Autumn
2023-10-17,Delhi,Skin Rash,23,2023,10,Autumn
2022-01-22,Karnataka,Headache,9,2022,1,Winter
2019-10-03,Telangana,Headache,23,2019,10,Autumn
2016-10-16,Delhi,Allergy,20,2016,10,Autumn
2018-07-05,Telangana,Headache,23,2018,7,Summer
2022-04-01,Telangana,Allergy,20,2022,4,Spring
2016-10-09,Telangana,Skin Rash,15,2016,10,Autumn
2023-10-25,Delhi,Malaria,10,2023,10,Autumn
2020-04-20,Delhi,Diarrhea,17,2020,4,Spring
2021-07-17,Delhi,Eye Infection,24,2021,7,Summer
2016-10-13,Andhra Pradesh,Headache,28,2016,10,Autumn
2019-04-11,Delhi,Diarrhea,10,2019,4,Spring
2017-01-05,Andhra Pradesh,Cough,27,2017,1,Winter
2021-10-27,Telangana,Headache,15,2021,10,Autumn
2022-01-03,Karnataka,Diarrhea,12,2022,1,Winter
2020-10-26,Andhra Pradesh,Skin Rash,18,2020,10,Autumn
2024-01-08,Telangana,Skin Rash,23,2024,1,Winter
2023-04-27,Telangana,Cold,21,2023,4,Spring
2020-01-09,Telangana,Headache,24,2020,1,Winter
2016-10-17,Andhra Pradesh,Cold,20,2016,10,Autumn
2017-04-18,Delhi,Dengue,12,2017,4,Spring
2017-04-09,Telangana,Eye Infection,15,2017,4,Spring
2020-07-08,Andhra Pradesh,Malaria,17,2020,7,Summer
2024-10-12,Andhra Pradesh,Allergy,33,2024,10,Autumn
2017-04-16,Andhra Pradesh,Diarrhea,7,2017,4,Spring
2017-10-17,Telangana,Headache,24,2017,10,Autumn
2018-07-24,Telangana,Allergy,23,2018,7,Summer
2016-04-27,Telangana,Cough,7,2016,4,Spring
2020-10-23,Andhra Pradesh,Diarrhea,5,2020,10,Autumn
2023-01-15,Telangana,Headache,24,2023,1,Winter
2016-01-28,Delhi,Cold,17,2016,1,Winter
2022-04-12,Karnataka,Malaria,8,2022,4,Spring
2019-10-22,Telangana,Diarrhea,4,2019,10,Autumn
2016-01-22,Delhi,Diarrhea,19,2016,1,Winter
2020-07-18,Telangana,Headache,25,2020,7,Summer
2019-04-18,Karnataka,Cough,8,2019,4,Spring
2016-04-20,Delhi,Headache,6,2016,4,Spring
2022-10-04,Delhi,Diarrhea,12,2022,10,Autumn
2022-04-02,Delhi,Headache,5,2022,4,Spring
2018-10-02,Karnataka,Fever,25,2018,10,Autumn
2016-10-27,Delhi,Diarrhea,16,2016,10,Autumn
2016-10-26,Delhi,Malaria,12,2016,10,Autumn
2020-07-01,Karnataka,Headache,7,2020,7,Summer
2021-04-08,Telangana,Skin Rash,8,2021,4,Spring
2021-04-19,Karnataka,Allergy,24,2021,4,Spring
2024-07-10,Telangana,Malaria,8,2024,7,Summer
2024-04-10,Karnataka,Dengue,8,2024,4,Spring
2017-04-13,Delhi,Fever,17,2017,4,Spring
2017-10-09,Delhi,Skin Rash,14,2017,10,Autumn
2024-10-15,Delhi,Cold,20,2024,10,Autumn
2021-07-24,Karnataka,Eye Infection,18,2021,7,Summer
2017-01-22,Andhra Pradesh,Skin Rash,20,2017,1,Winter
2022-10-10,Telangana,Skin Rash,17,2022,10,Autumn
2024-01-27,Delhi,Eye Infection,27,2024,1,Winter
2017-04-08,Telangana,Fever,18,2017,4,Spring
2019-01-16,Telangana,Allergy,25,2019,1,Winter
2020-01-21,Telangana,Allergy,30,2020,1,Winter
2017-04-09,Telangana,Cough,10,2017,4,Spring
2020-10-16,Telangana,Diarrhea,7,2020,10,Autumn
2017-04-03,Telangana,Skin Rash,13,2017,4,Spring
2020-07-25,Delhi,Skin Rash,18,2020,7,Summer
2018-07-21,Telangana,Fever,22,2018,7,Summer
2024-01-12,Telangana,Dengue,21,2024,1,Winter
2022-10-05,Telangana,Malaria,7,2022,10,Autumn
2020-10-15,Delhi,Malaria,12,2020,10,Autumn
2020-04-04,Telangana,Skin Rash,14,2020,4,Spring
2023-07-24,Karnataka,Cough,12,2023,7,Summer
2021-04-07,Delhi,Allergy,14,2021,4,Spring
2024-07-24,Karnataka,Headache,11,2024,7,Summer
2022-10-21,Delhi,Cough,26,2022,10,Autumn
2016-10-09,Telangana,Cough,1,2016,10,Autumn
2017-04-16,Delhi,Cold,17,2017,4,Spring
2023-01-12,Karnataka,Cold,18,2023,1,Winter
2018-07-15,Andhra Pradesh,Diarrhea,5,2018,7,Summer
2024-10-18,Telangana,Cough,6,2024,10,Autumn
2017-07-13,Karnataka,Diarrhea,7,2017,7,Summer
2023-01-23,Andhra Pradesh,Cough,33,2023,1,Winter
2022-01-23,Andhra Pradesh,Eye Infection,24,2022,1,Winter
2017-04-04,Andhra Pradesh,Allergy,26,2017,4,Spring
2024-07-07,Karnataka,Cough,10,2024,7,Summer
2021-01-19,Telangana,Cough,8,2021,1,Winter
2024-01-05,Telangana,Malaria,5,2024,1,Winter
2022-10-22,Andhra Pradesh,Eye Infection,16,2022,10,Autumn
2024-10-25,Delhi,Skin Rash,16,2024,10,Autumn
2022-04-23,Delhi,Eye Infection,18,2022,4,Spring
2019-01-03,Telangana,Allergy,22,2019,1,Winter
2021-01-10,Karnataka,Malaria,13,2021,1,Winter
2023-07-18,Karnataka,Headache,14,2023,7,Summer
2017-04-20,Delhi,Fever,20,2017,4,Spring
2022-01-14,Telangana,Allergy,24,2022,1,Winter
2022-01-04,Andhra Pradesh,Allergy,41,2022,1,Winter
2022-10-03,Delhi,Dengue,17,2022,10,Autumn
2024-04-23,Telangana,Allergy,20,2024,4,Spring
2021-01-04,Andhra Pradesh,Eye Infection,20,2021,1,Winter
2022-04-02,Karnataka,Dengue,10,2022,4,Spring
2020-04-11,Telangana,Malaria,8,2020,4,Spring
2020-10-06,Andhra Pradesh,Allergy,27,2020,10,Autumn
2021-01-08,Karnataka,Eye Infection,14,2021,1,Winter
2016-04-13,Andhra Pradesh,Headache,25,2016,4,Spring
2024-01-24,Andhra Pradesh,Dengue,32,2024,1,Winter
2022-01-26,Andhra Pradesh,Allergy,36,2022,1,Winter
2022-04-07,Karnataka,Fever,18,2022,4,Spring
2020-01-11,Delhi,Fever,19,2020,1,Winter
2021-07-21,Karnataka,Malaria,12,2021,7,Summer
2017-07-19,Telangana,Allergy,24,2017,7,Summer
2022-04-27,Andhra Pradesh,Dengue,21,2022,4,Spring
2019-07-20,Telangana,Eye Infection,19,2019,7,Summer
2024-10-21,Telangana,Eye Infection,21,2024,10,Autumn
2022-04-05,Delhi,Malaria,5,2022,4,Spring
2022-07-15,Karnataka,Cold,6,2022,7,Summer
2022-01-04,Telangana,Malaria,13,2022,1,Winter
2017-07-07,Andhra Pradesh,Skin Rash,27,2017,7,Summer
2024-07-11,Delhi,Dengue,17,2024,7,Summer
2019-01-06,Delhi,Dengue,18,2019,1,Winter
2022-01-03,Delhi,Fever,26,2022,1,Winter
2019-07-05,Karnataka,Malaria,11,2019,7,Summer
2020-01-08,Andhra Pradesh,Fever,21,2020,1,Winter
2016-04-03,Delhi,Eye Infection,24,2016,4,Spring
2019-04-09,Delhi,Cough,28,2019,4,Spring
2017-07-27,Karnataka,Dengue,12,2017,7,Summer
2017-07-01,Delhi,Headache,12,2017,7,Summer
2022-04-20,Karnataka,Malaria,10,2022,4,Spring
2022-04-28,Karnataka,Fever,14,2022,4,Spring
2023-01-10,Delhi,Eye Infection,21,2023,1,Winter
2020-04-22,Andhra Pradesh,Headache,26,2020,4,Spring
2024-07-16,Delhi,Cough,28,2024,7,Summer
2022-04-20,Telangana,Fever,16,2022,4,Spring
2024-07-19,Karnataka,Diarrhea,5,2024,7,Summer
2018-04-02,Andhra Pradesh,Diarrhea,9,2018,4,Spring
2018-10-21,Telangana,Allergy,19,2018,10,Autumn
2019-07-06,Karnataka,Allergy,29,2019,7,Summer
2017-04-02,Delhi,Allergy,22,2017,4,Spring
2024-10-04,Telangana,Cough,8,2024,10,Autumn
2023-10-25,Telangana,Dengue,22,2023,10,Autumn
2017-01-19,Andhra Pradesh,Cough,30,2017,1,Winter
2019-04-13,Telangana,Fever,20,2019,4,Spring
2017-07-19,Andhra Pradesh,Malaria,16,2017,7,Summer
2016-07-24,Delhi,Cough,26,2016,7,Summer
2019-07-10,Karnataka,Fever,22,2019,7,Summer
2019-10-22,Andhra Pradesh,Cold,21,2019,10,Autumn
2017-10-17,Telangana,Allergy,20,2017,10,Autumn
2019-07-26,Delhi,Headache,11,2019,7,Summer
2017-01-08,Delhi,Skin Rash,17,2017,1,Winter
2019-10-21,Karnataka,Dengue,11,2019,10,Autumn
2024-01-08,Delhi,Cold,17,2024,1,Winter
2023-01-11,Andhra Pradesh,Cough,34,2023,1,Winter
2016-07-04,Andhra Pradesh,Dengue,25,2016,7,Summer
2018-04-05,Delhi,Cough,27,2018,4,Spring
2018-01-25,Telangana,Eye Infection,23,2018,1,Winter
2022-10-09,Delhi,Headache,11,2022,10,Autumn
2024-07-27,Andhra Pradesh,Headache,30,2024,7,Summer
2022-01-21,Andhra Pradesh,Allergy,35,2022,1,Winter
2023-01-14,Telangana,Cough,11,2023,1,Winter
